crime_type,neighbourhood,year,month,count
Vehicle Collision or Pedestrian Struck (with Injury),West End,2014,10,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2014,8,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2014,6,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2014,1,1
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,10,11
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,9,11
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,5,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,8,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,6,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,1,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,3,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,2,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,7,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,11,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,4,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2003,12,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,7,11
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,12,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,11,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,4,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,5,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,9,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,10,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,6,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,8,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,1,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,3,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2017,2,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,12,10
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,10,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,1,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,2,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,5,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,8,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,7,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,6,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,4,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,3,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,11,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2018,9,1
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,6,10
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,10,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,4,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,8,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,7,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,12,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,3,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,11,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,5,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,1,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,2,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2008,9,2
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,8,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,7,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,9,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,2,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,12,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,6,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,1,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,4,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,10,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,11,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,5,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2010,3,2
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,7,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,11,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,6,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,12,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,8,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,4,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,10,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,9,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,5,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,1,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,3,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2009,2,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,1,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,12,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,8,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,5,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,4,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,9,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,6,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,2,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,11,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,3,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,7,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2006,10,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,3,9
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,6,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,10,8
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,8,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,11,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,5,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,4,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,1,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,2,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,12,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,9,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2007,7,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,1,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,8,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,12,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,11,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,2,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,3,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,6,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,4,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,7,2
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,9,2
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,10,2
Vehicle Collision or Pedestrian Struck (with Injury),West End,2020,5,0
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,6,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,5,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,8,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,12,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,9,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,11,5
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,2,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,10,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,7,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,1,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,4,2
Vehicle Collision or Pedestrian Struck (with Injury),West End,2019,3,1
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,1,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,8,7
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,4,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,7,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,11,6
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,2,4
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,3,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,10,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,5,3
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,9,2
Vehicle Collision or Pedestrian Struck (with Injury),West End,2021,6,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,12,15
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,9,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,5,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,4,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,11,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,8,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,7,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,2,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,3,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,6,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,10,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2005,1,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,9,15
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,11,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,6,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,3,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,5,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,1,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,2,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,7,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,8,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,4,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,12,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2015,10,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,1,13
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,8,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,9,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,11,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,5,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,12,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,10,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,4,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,3,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,7,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,6,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2007,2,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,10,13
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,7,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,11,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,8,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,2,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,3,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,5,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,1,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,6,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,12,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,9,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2004,4,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,1,13
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,8,12
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,12,11
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,6,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,5,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,2,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,11,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,10,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,7,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,9,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,4,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2018,3,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,2,13
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,10,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,6,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,1,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,9,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,12,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,4,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,8,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,5,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,3,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,7,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2006,11,0
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,11,13
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,1,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,6,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,9,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,8,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,4,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,12,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,3,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,5,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,2,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,7,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2011,10,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,7,13
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,9,13
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,4,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,11,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,1,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,8,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,3,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,5,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,6,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,10,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,12,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2014,2,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,7,12
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,5,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,6,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,2,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,9,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,10,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,8,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,12,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,4,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,1,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,11,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2013,3,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,6,12
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,11,11
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,1,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,8,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,9,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,2,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,5,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,7,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,10,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,12,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,4,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2016,3,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,1,11
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,3,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,6,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,10,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,11,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,5,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,4,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,7,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,2,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,8,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,9,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2003,12,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,5,11
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,4,11
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,3,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,11,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,9,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,8,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,2,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,12,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,7,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,10,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,6,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2017,1,1
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,9,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,2,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,8,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,7,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,12,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,6,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,5,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,11,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,3,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,4,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,10,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2019,1,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,11,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,5,10
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,8,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,10,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,7,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,1,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,3,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,4,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,12,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,2,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,9,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2012,6,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,8,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,5,8
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,4,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,1,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,9,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,6,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,12,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,11,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,7,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,3,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,10,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2008,2,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,10,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,7,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,9,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,4,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,1,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,6,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,11,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,12,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,2,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,5,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,3,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2009,8,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,8,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,9,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,2,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,12,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,4,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,6,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,11,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,3,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,10,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,1,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,5,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2010,7,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,9,9
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,11,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,2,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,8,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,7,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,10,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,4,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,6,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,5,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,1,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2021,3,1
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,1,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,9,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,12,7
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,8,6
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,3,5
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,10,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,5,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,7,4
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,11,3
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,4,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,6,2
Vehicle Collision or Pedestrian Struck (with Injury),Strathcona,2020,2,1
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,11,15
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,8,12
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,5,11
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,9,11
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,6,10
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,10,8
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,1,7
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,4,7
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,2,6
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,3,6
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,12,6
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2016,7,4
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,8,14
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,11,13
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,10,13
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,12,13
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,2,11
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,4,10
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,5,9
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,6,9
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,3,7
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,7,6
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,9,6
Vehicle Collision or Pedestrian Struck (with Injury),Grandview-Woodland,2015,1,1
